,Biomarker,Description,Units,Group,Sub.Group,Type,Nightingale,UKB.Field.ID,QC.Flag.Field.ID,Full.Formula,Simplified.Formula,Sub_group,miss,miss_p,miss_Sub_group,HVGs,HVGs.more,HVGs.less,path,parallel_group,cor,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
M_HDL_C,M_HDL_C,Cholesterol in Medium HDL,mmol/L,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Composite,TRUE,23568,23868,M_HDL_CE + M_HDL_FC,M_HDL_CE + M_HDL_FC,Lipoprotein subclasses Medium HDL (average diameter 10.9 nm),1468,0.0119195511493273,0.0112143071731896,FALSE,TRUE,FALSE,Lipoprotein subclasses_Medium HDL (average diameter 10.9 nm),9,0.978559519311867,1898,0,0,0.00677474651788557,0.00550186721515223,0.304861359302412,0.117405247471631
M_HDL_CE,M_HDL_CE,Cholesteryl Esters in Medium HDL,mmol/L,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Non-derived,TRUE,23569,23869,,,Lipoprotein subclasses Medium HDL (average diameter 10.9 nm),1375,0.0111644297209299,0.0112143071731896,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium HDL (average diameter 10.9 nm),9,0.977780676129303,1783,0,0,0.00414927534409579,0.00572414289252826,0.301661044953853,0.116811581412697
M_HDL_FC,M_HDL_FC,Free Cholesterol in Medium HDL,mmol/L,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Non-derived,TRUE,23570,23870,,,Lipoprotein subclasses Medium HDL (average diameter 10.9 nm),1468,0.0119195511493273,0.0112143071731896,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium HDL (average diameter 10.9 nm),10,0.980383462311102,2047,0,0,0.0169881328342017,0.0047066311525063,0.31544071287479,0.118608426255534
M_HDL_TG,M_HDL_TG,Triglycerides in Medium HDL,mmol/L,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Non-derived,TRUE,23571,23871,,,Lipoprotein subclasses Medium HDL (average diameter 10.9 nm),734,0.00595977557466365,0.0112143071731896,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium HDL (average diameter 10.9 nm),10,0.959715537825955,25682,26848,0,-0.133635886261246,-0.128913389077772,2.54977284153526,0.0342160904758098
S_HDL_P,S_HDL_P,Concentration of Small HDL Particles,mmol/L,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Non-derived,TRUE,23572,23872,,,Lipoprotein subclasses Small HDL (average diameter 8.7 nm),1623,0.013178086863323,0.0126874319259772,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small HDL (average diameter 8.7 nm),10,0.970724898469079,422,0,0,-0.0942640402449387,-0.017971418685987,0.267358248701678,0.0222958916829214
S_HDL_L,S_HDL_L,Total Lipids in Small HDL,mmol/L,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Composite,TRUE,23573,23873,S_HDL_CE + S_HDL_FC + S_HDL_PL + S_HDL_TG,S_HDL_C + S_HDL_PL + S_HDL_TG,Lipoprotein subclasses Small HDL (average diameter 8.7 nm),1992,0.016174213821158,0.0126874319259772,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small HDL (average diameter 8.7 nm),10,0.975973929739034,7824,3275,0,-0.119854190510227,-0.0761519519494956,1.04069099330737,0.0311096837591198
S_HDL_PL,S_HDL_PL,Phospholipids in Small HDL,mmol/L,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Non-derived,TRUE,23574,23874,,,Lipoprotein subclasses Small HDL (average diameter 8.7 nm),1624,0.0131862064485746,0.0126874319259772,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small HDL (average diameter 8.7 nm),10,0.978101929837485,13556,11837,0,-0.125688812337394,-0.0962178131805083,1.48033860154205,0.0333012863944833
S_HDL_C,S_HDL_C,Cholesterol in Small HDL,mmol/L,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Composite,TRUE,23575,23875,S_HDL_CE + S_HDL_FC,S_HDL_CE + S_HDL_FC,Lipoprotein subclasses Small HDL (average diameter 8.7 nm),1715,0.0139250887064689,0.0126874319259772,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small HDL (average diameter 8.7 nm),10,0.967829063854594,171,0,0,-0.0897506027003836,-0.0122567124330629,0.265076109215498,0.0198807412988223
S_HDL_CE,S_HDL_CE,Cholesteryl Esters in Small HDL,mmol/L,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Non-derived,TRUE,23576,23876,,,Lipoprotein subclasses Small HDL (average diameter 8.7 nm),1623,0.013178086863323,0.0126874319259772,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small HDL (average diameter 8.7 nm),10,0.955190030217826,67,0,0,-0.0816209516471813,-0.0101157556699569,0.247955800388765,0.0102722330258046
S_HDL_FC,S_HDL_FC,Free Cholesterol in Small HDL,mmol/L,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Non-derived,TRUE,23577,23877,,,Lipoprotein subclasses Small HDL (average diameter 8.7 nm),1715,0.0139250887064689,0.0126874319259772,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small HDL (average diameter 8.7 nm),10,0.98598611255849,576,0,0,-0.101884542679073,-0.0169376073226633,0.293391410912956,0.0261563142336608
S_HDL_TG,S_HDL_TG,Triglycerides in Small HDL,mmol/L,Lipoprotein subclasses,Small HDL (average diameter 8.7 nm),Non-derived,TRUE,23578,23878,,,Lipoprotein subclasses Small HDL (average diameter 8.7 nm),646,0.00524525207252414,0.0126874319259772,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small HDL (average diameter 8.7 nm),10,0.976723830912614,24721,25499,22,-0.144336393410724,-0.134330029272273,2.81511256391901,0.0353443265704317
XXL_VLDL_PL_pct,XXL_VLDL_PL_pct,Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Chylomicrons and extremely large VLDL ratios,Percentage,TRUE,23579,23879,XXL_VLDL_PL / (XXL_VLDL_CE + XXL_VLDL_FC + XXL_VLDL_PL + XXL_VLDL_TG) * 100,XXL_VLDL_PL / XXL_VLDL_L * 100,Relative lipoprotein lipid concentrations Chylomicrons and extremely large VLDL ratios,640,0.00519653456101462,0.00482709343206749,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Chylomicrons and extremely large VLDL ratios,10,0.988117085967747,9883,7375,0,-0.114908328660287,-0.0692697343640965,1.06479709644094,0.017518713089137
XXL_VLDL_C_pct,XXL_VLDL_C_pct,Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Chylomicrons and extremely large VLDL ratios,Percentage,TRUE,23580,23880,(XXL_VLDL_CE + XXL_VLDL_FC) / (XXL_VLDL_CE + XXL_VLDL_FC + XXL_VLDL_PL + XXL_VLDL_TG) * 100,XXL_VLDL_C / XXL_VLDL_L * 100,Relative lipoprotein lipid concentrations Chylomicrons and extremely large VLDL ratios,640,0.00519653456101462,0.00482709343206749,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Chylomicrons and extremely large VLDL ratios,10,0.957265203287974,1855,0,0,0.109524808447258,0.0558718716295384,0.765223618001347,0.0218971808426037
XXL_VLDL_CE_pct,XXL_VLDL_CE_pct,Cholesteryl Esters to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Chylomicrons and extremely large VLDL ratios,Percentage,TRUE,23581,23881,XXL_VLDL_CE / (XXL_VLDL_CE + XXL_VLDL_FC + XXL_VLDL_PL + XXL_VLDL_TG) * 100,XXL_VLDL_CE / XXL_VLDL_L * 100,Relative lipoprotein lipid concentrations Chylomicrons and extremely large VLDL ratios,640,0.00519653456101462,0.00482709343206749,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Chylomicrons and extremely large VLDL ratios,10,0.957364440308834,3917,0,0,0.11184602654346,0.0650812083887265,0.944081558560007,0.0214975920792554
XXL_VLDL_FC_pct,XXL_VLDL_FC_pct,Free Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Chylomicrons and extremely large VLDL ratios,Percentage,TRUE,23582,23882,XXL_VLDL_FC / (XXL_VLDL_CE + XXL_VLDL_FC + XXL_VLDL_PL + XXL_VLDL_TG) * 100,XXL_VLDL_FC / XXL_VLDL_L * 100,Relative lipoprotein lipid concentrations Chylomicrons and extremely large VLDL ratios,640,0.00519653456101462,0.00482709343206749,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Chylomicrons and extremely large VLDL ratios,10,0.954578527110375,23,0,0,0.085763310779749,0.0282565256189038,0.312378629930344,0.0121003643005308
XXL_VLDL_TG_pct,XXL_VLDL_TG_pct,Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Chylomicrons and extremely large VLDL ratios,Percentage,TRUE,23583,23883,XXL_VLDL_TG / (XXL_VLDL_CE + XXL_VLDL_FC + XXL_VLDL_PL + XXL_VLDL_TG) * 100,XXL_VLDL_TG / XXL_VLDL_L * 100,Relative lipoprotein lipid concentrations Chylomicrons and extremely large VLDL ratios,640,0.00519653456101462,0.00482709343206749,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Chylomicrons and extremely large VLDL ratios,10,0.94405668954833,4,0,0,-0.0794523815943104,-0.0191840993899855,0.248175970655884,0.00318528088165273
XL_VLDL_PL_pct,XL_VLDL_PL_pct,Phospholipids to Total Lipids in Very Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Very large VLDL ratios,Percentage,TRUE,23584,23884,XL_VLDL_PL / (XL_VLDL_CE + XL_VLDL_FC + XL_VLDL_PL + XL_VLDL_TG) * 100,XL_VLDL_PL / XL_VLDL_L * 100,Relative lipoprotein lipid concentrations Very large VLDL ratios,735,0.00596789515991523,0.00546989393115133,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very large VLDL ratios,10,0.956597751776901,185,0,0,0.135426333917499,0.025380239943149,0.327866267504097,0.0116028846924769
XL_VLDL_C_pct,XL_VLDL_C_pct,Cholesterol to Total Lipids in Very Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Very large VLDL ratios,Percentage,TRUE,23585,23885,(XL_VLDL_CE + XL_VLDL_FC) / (XL_VLDL_CE + XL_VLDL_FC + XL_VLDL_PL + XL_VLDL_TG) * 100,XL_VLDL_C / XL_VLDL_L * 100,Relative lipoprotein lipid concentrations Very large VLDL ratios,735,0.00596789515991523,0.00546989393115133,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very large VLDL ratios,10,0.978949568923555,25668,26624,850,0.157395667509695,0.149441994015349,3.09028257600297,0.0486228001136381
XL_VLDL_CE_pct,XL_VLDL_CE_pct,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Very large VLDL ratios,Percentage,TRUE,23586,23886,XL_VLDL_CE / (XL_VLDL_CE + XL_VLDL_FC + XL_VLDL_PL + XL_VLDL_TG) * 100,XL_VLDL_CE / XL_VLDL_L * 100,Relative lipoprotein lipid concentrations Very large VLDL ratios,735,0.00596789515991523,0.00546989393115133,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very large VLDL ratios,10,0.976620018912337,25856,26825,972,0.16199599493411,0.154151377907183,3.31288348337302,0.0484937529173061
XL_VLDL_FC_pct,XL_VLDL_FC_pct,Free Cholesterol to Total Lipids in Very Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Very large VLDL ratios,Percentage,TRUE,23587,23887,XL_VLDL_FC / (XL_VLDL_CE + XL_VLDL_FC + XL_VLDL_PL + XL_VLDL_TG) * 100,XL_VLDL_FC / XL_VLDL_L * 100,Relative lipoprotein lipid concentrations Very large VLDL ratios,735,0.00596789515991523,0.00546989393115133,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Very large VLDL ratios,10,0.982892269677829,17762,18697,1,0.132559846249878,0.111169240435019,1.77903250704526,0.0437993009213207
XL_VLDL_TG_pct,XL_VLDL_TG_pct,Triglycerides to Total Lipids in Very Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Very large VLDL ratios,Percentage,TRUE,23588,23888,XL_VLDL_TG / (XL_VLDL_CE + XL_VLDL_FC + XL_VLDL_PL + XL_VLDL_TG) * 100,XL_VLDL_TG / XL_VLDL_L * 100,Relative lipoprotein lipid concentrations Very large VLDL ratios,735,0.00596789515991523,0.00546989393115133,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very large VLDL ratios,10,0.976516765374784,21691,23079,92,-0.136297324146363,-0.120528491260515,2.15590109485729,0.0454312019081681
L_VLDL_PL_pct,L_VLDL_PL_pct,Phospholipids to Total Lipids in Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Large VLDL ratios,Percentage,TRUE,23589,23889,L_VLDL_PL / (L_VLDL_CE + L_VLDL_FC + L_VLDL_PL + L_VLDL_TG) * 100,L_VLDL_PL / L_VLDL_L * 100,Relative lipoprotein lipid concentrations Large VLDL ratios,644,0.00522901290202096,0.00485551198044804,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Large VLDL ratios,11,0.969528095220534,3103,0,0,-0.0953308096165463,-0.0378411326061906,0.433999716271549,0.0147078027778718
L_VLDL_C_pct,L_VLDL_C_pct,Cholesterol to Total Lipids in Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Large VLDL ratios,Percentage,TRUE,23590,23890,(L_VLDL_CE + L_VLDL_FC) / (L_VLDL_CE + L_VLDL_FC + L_VLDL_PL + L_VLDL_TG) * 100,L_VLDL_C / L_VLDL_L * 100,Relative lipoprotein lipid concentrations Large VLDL ratios,644,0.00522901290202096,0.00485551198044804,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Large VLDL ratios,11,0.947804945085521,22508,25174,0,0.134772904136358,0.122155306503404,2.09620267742849,0.0426778766814605
L_VLDL_CE_pct,L_VLDL_CE_pct,Cholesteryl Esters to Total Lipids in Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Large VLDL ratios,Percentage,TRUE,23591,23891,L_VLDL_CE / (L_VLDL_CE + L_VLDL_FC + L_VLDL_PL + L_VLDL_TG) * 100,L_VLDL_CE / L_VLDL_L * 100,Relative lipoprotein lipid concentrations Large VLDL ratios,644,0.00522901290202096,0.00485551198044804,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Large VLDL ratios,11,0.960529144107824,28850,29000,1662,0.166283688890077,0.165864089080754,3.45385619114119,0.0527793041270329
L_VLDL_FC_pct,L_VLDL_FC_pct,Free Cholesterol to Total Lipids in Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Large VLDL ratios,Percentage,TRUE,23592,23892,L_VLDL_FC / (L_VLDL_CE + L_VLDL_FC + L_VLDL_PL + L_VLDL_TG) * 100,L_VLDL_FC / L_VLDL_L * 100,Relative lipoprotein lipid concentrations Large VLDL ratios,644,0.00522901290202096,0.00485551198044804,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Large VLDL ratios,11,0.956636345027732,80,0,0,0.0672046586434829,-0.00234921896423461,0.176340143367831,0.104362166389351
L_VLDL_TG_pct,L_VLDL_TG_pct,Triglycerides to Total Lipids in Large VLDL percentage,%,Relative lipoprotein lipid concentrations,Large VLDL ratios,Percentage,TRUE,23593,23893,L_VLDL_TG / (L_VLDL_CE + L_VLDL_FC + L_VLDL_PL + L_VLDL_TG) * 100,L_VLDL_TG / L_VLDL_L * 100,Relative lipoprotein lipid concentrations Large VLDL ratios,644,0.00522901290202096,0.00485551198044804,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Large VLDL ratios,11,0.92518017630563,2493,0,0,-0.12377721631243,-0.0551936074914698,0.696432572900628,0.0313656110856529
M_VLDL_PL_pct,M_VLDL_PL_pct,Phospholipids to Total Lipids in Medium VLDL percentage,%,Relative lipoprotein lipid concentrations,Medium VLDL ratios,Percentage,TRUE,23594,23894,M_VLDL_PL / (M_VLDL_CE + M_VLDL_FC + M_VLDL_PL + M_VLDL_TG) * 100,M_VLDL_PL / M_VLDL_L * 100,Relative lipoprotein lipid concentrations Medium VLDL ratios,1624,0.0131862064485746,0.0128154120554189,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium VLDL ratios,11,0.969598712886766,29033,29040,5278,0.213463666071879,0.213439276870757,5.69569787301994,0.0570677438855231
M_VLDL_C_pct,M_VLDL_C_pct,Cholesterol to Total Lipids in Medium VLDL percentage,%,Relative lipoprotein lipid concentrations,Medium VLDL ratios,Percentage,TRUE,23595,23895,(M_VLDL_CE + M_VLDL_FC) / (M_VLDL_CE + M_VLDL_FC + M_VLDL_PL + M_VLDL_TG) * 100,M_VLDL_C / M_VLDL_L * 100,Relative lipoprotein lipid concentrations Medium VLDL ratios,1624,0.0131862064485746,0.0128154120554189,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Medium VLDL ratios,11,0.979727996518649,29027,29036,7532,0.23051375030354,0.230453573568726,6.6217810301488,0.0598385579185517
M_VLDL_CE_pct,M_VLDL_CE_pct,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,%,Relative lipoprotein lipid concentrations,Medium VLDL ratios,Percentage,TRUE,23596,23896,M_VLDL_CE / (M_VLDL_CE + M_VLDL_FC + M_VLDL_PL + M_VLDL_TG) * 100,M_VLDL_CE / M_VLDL_L * 100,Relative lipoprotein lipid concentrations Medium VLDL ratios,1624,0.0131862064485746,0.0128154120554189,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Medium VLDL ratios,11,0.98139433809129,29026,29035,7955,0.232769066084955,0.232703241650838,6.77987025697532,0.0591659002293097
M_VLDL_FC_pct,M_VLDL_FC_pct,Free Cholesterol to Total Lipids in Medium VLDL percentage,%,Relative lipoprotein lipid concentrations,Medium VLDL ratios,Percentage,TRUE,23597,23897,M_VLDL_FC / (M_VLDL_CE + M_VLDL_FC + M_VLDL_PL + M_VLDL_TG) * 100,M_VLDL_FC / M_VLDL_L * 100,Relative lipoprotein lipid concentrations Medium VLDL ratios,1624,0.0131862064485746,0.0128154120554189,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Medium VLDL ratios,11,0.974417125513933,29036,29041,6771,0.225310773512173,0.225290599929064,6.30001971800445,0.058284288340471
M_VLDL_TG_pct,M_VLDL_TG_pct,Triglycerides to Total Lipids in Medium VLDL percentage,%,Relative lipoprotein lipid concentrations,Medium VLDL ratios,Percentage,TRUE,23598,23898,M_VLDL_TG / (M_VLDL_CE + M_VLDL_FC + M_VLDL_PL + M_VLDL_TG) * 100,M_VLDL_TG / M_VLDL_L * 100,Relative lipoprotein lipid concentrations Medium VLDL ratios,1624,0.0131862064485746,0.0128154120554189,TRUE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Medium VLDL ratios,11,0.972369848947565,29004,29034,5918,-0.219456851799945,-0.219317594003899,6.05515327048234,0.0576030435779765
S_VLDL_PL_pct,S_VLDL_PL_pct,Phospholipids to Total Lipids in Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Small VLDL ratios,Percentage,TRUE,23599,23899,S_VLDL_PL / (S_VLDL_CE + S_VLDL_FC + S_VLDL_PL + S_VLDL_TG) * 100,S_VLDL_PL / S_VLDL_L * 100,Relative lipoprotein lipid concentrations Small VLDL ratios,1438,0.0116759635917797,0.0114283162416064,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Small VLDL ratios,11,0.976373450335946,29004,29031,9259,0.231086443413152,0.23092430651967,6.91229903501239,0.0598356347114576
S_VLDL_C_pct,S_VLDL_C_pct,Cholesterol to Total Lipids in Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Small VLDL ratios,Percentage,TRUE,23600,23900,(S_VLDL_CE + S_VLDL_FC) / (S_VLDL_CE + S_VLDL_FC + S_VLDL_PL + S_VLDL_TG) * 100,S_VLDL_C / S_VLDL_L * 100,Relative lipoprotein lipid concentrations Small VLDL ratios,1438,0.0116759635917797,0.0114283162416064,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Small VLDL ratios,11,0.97356568697858,29036,29041,4915,0.211121842366542,0.2111038054209,5.68532299825564,0.0572199781879191
S_VLDL_CE_pct,S_VLDL_CE_pct,Cholesteryl Esters to Total Lipids in Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Small VLDL ratios,Percentage,TRUE,23601,23901,S_VLDL_CE / (S_VLDL_CE + S_VLDL_FC + S_VLDL_PL + S_VLDL_TG) * 100,S_VLDL_CE / S_VLDL_L * 100,Relative lipoprotein lipid concentrations Small VLDL ratios,1438,0.0116759635917797,0.0114283162416064,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Small VLDL ratios,11,0.971433181340761,28962,29027,1569,0.169934562858757,0.169710070090905,3.7812720200299,0.0526452581955134
S_VLDL_FC_pct,S_VLDL_FC_pct,Free Cholesterol to Total Lipids in Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Small VLDL ratios,Percentage,TRUE,23602,23902,S_VLDL_FC / (S_VLDL_CE + S_VLDL_FC + S_VLDL_PL + S_VLDL_TG) * 100,S_VLDL_FC / S_VLDL_L * 100,Relative lipoprotein lipid concentrations Small VLDL ratios,1438,0.0116759635917797,0.0114283162416064,FALSE,TRUE,FALSE,Relative lipoprotein lipid concentrations_Small VLDL ratios,11,0.97894084370643,29018,29035,9866,0.234672678811468,0.234569851731605,7.09760368249794,0.0609317062997678
S_VLDL_TG_pct,S_VLDL_TG_pct,Triglycerides to Total Lipids in Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Small VLDL ratios,Percentage,TRUE,23603,23903,S_VLDL_TG / (S_VLDL_CE + S_VLDL_FC + S_VLDL_PL + S_VLDL_TG) * 100,S_VLDL_TG / S_VLDL_L * 100,Relative lipoprotein lipid concentrations Small VLDL ratios,1438,0.0116759635917797,0.0114283162416064,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Small VLDL ratios,11,0.972533969476219,29021,29037,5229,-0.212858830959294,-0.21278491372003,5.84215729419307,0.0573088429885859
XS_VLDL_PL_pct,XS_VLDL_PL_pct,Phospholipids to Total Lipids in Very Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Very small VLDL ratios,Percentage,TRUE,23604,23904,XS_VLDL_PL / (XS_VLDL_CE + XS_VLDL_FC + XS_VLDL_PL + XS_VLDL_TG) * 100,XS_VLDL_PL / XS_VLDL_L * 100,Relative lipoprotein lipid concentrations Very small VLDL ratios,1009,0.00819266151884962,0.00794366090446767,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Very small VLDL ratios,11,0.973327111680182,19361,19783,0,-0.139258611578973,-0.110685950517315,2.32525678161858,0.0288147370091589
XS_VLDL_C_pct,XS_VLDL_C_pct,Cholesterol to Total Lipids in Very Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Very small VLDL ratios,Percentage,TRUE,23605,23905,(XS_VLDL_CE + XS_VLDL_FC) / (XS_VLDL_CE + XS_VLDL_FC + XS_VLDL_PL + XS_VLDL_TG) * 100,XS_VLDL_C / XS_VLDL_L * 100,Relative lipoprotein lipid concentrations Very small VLDL ratios,1009,0.00819266151884962,0.00794366090446767,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very small VLDL ratios,11,0.978785044773319,29014,29034,8287,0.230839400530073,0.230720467950717,6.78736477486258,0.0592540326502866
XS_VLDL_CE_pct,XS_VLDL_CE_pct,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Very small VLDL ratios,Percentage,TRUE,23606,23906,XS_VLDL_CE / (XS_VLDL_CE + XS_VLDL_FC + XS_VLDL_PL + XS_VLDL_TG) * 100,XS_VLDL_CE / XS_VLDL_L * 100,Relative lipoprotein lipid concentrations Very small VLDL ratios,1009,0.00819266151884962,0.00794366090446767,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very small VLDL ratios,11,0.978880774977205,28962,29013,7618,0.226518670668775,0.226192307957313,6.55824905674709,0.059078182733626
XS_VLDL_FC_pct,XS_VLDL_FC_pct,Free Cholesterol to Total Lipids in Very Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Very small VLDL ratios,Percentage,TRUE,23607,23907,XS_VLDL_FC / (XS_VLDL_CE + XS_VLDL_FC + XS_VLDL_PL + XS_VLDL_TG) * 100,XS_VLDL_FC / XS_VLDL_L * 100,Relative lipoprotein lipid concentrations Very small VLDL ratios,1009,0.00819266151884962,0.00794366090446767,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_Very small VLDL ratios,11,0.976035586491568,29024,29033,3584,0.200801752872109,0.200755448144144,5.27926402640084,0.0509988550868548
XS_VLDL_TG_pct,XS_VLDL_TG_pct,Triglycerides to Total Lipids in Very Small VLDL percentage,%,Relative lipoprotein lipid concentrations,Very small VLDL ratios,Percentage,TRUE,23608,23908,XS_VLDL_TG / (XS_VLDL_CE + XS_VLDL_FC + XS_VLDL_PL + XS_VLDL_TG) * 100,XS_VLDL_TG / XS_VLDL_L * 100,Relative lipoprotein lipid concentrations Very small VLDL ratios,1009,0.00819266151884962,0.00794366090446767,FALSE,TRUE,TRUE,Relative lipoprotein lipid concentrations_Very small VLDL ratios,11,0.978155318538749,29028,29036,7402,-0.228671084876757,-0.228615226445955,6.60741346854998,0.0576355855952215
IDL_PL_pct,IDL_PL_pct,Phospholipids to Total Lipids in IDL percentage,%,Relative lipoprotein lipid concentrations,IDL ratios,Percentage,TRUE,23609,23909,IDL_PL / (IDL_CE + IDL_FC + IDL_PL + IDL_TG) * 100,IDL_PL / IDL_L * 100,Relative lipoprotein lipid concentrations IDL ratios,1716,0.0139332082917205,0.0136855609415471,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_IDL ratios,11,0.975584400948002,506,0,0,-0.0909693182004454,-0.0294194079976031,0.532084865554941,0.0207827783373215
IDL_C_pct,IDL_C_pct,Cholesterol to Total Lipids in IDL percentage,%,Relative lipoprotein lipid concentrations,IDL ratios,Percentage,TRUE,23610,23910,(IDL_CE + IDL_FC) / (IDL_CE + IDL_FC + IDL_PL + IDL_TG) * 100,IDL_C / IDL_L * 100,Relative lipoprotein lipid concentrations IDL ratios,1716,0.0139332082917205,0.0136855609415471,FALSE,TRUE,FALSE,Relative lipoprotein lipid concentrations_IDL ratios,12,0.975074540423005,27766,28352,3722,0.194097852513022,0.19004417324219,5.2489766867373,0.0509902699197707
IDL_CE_pct,IDL_CE_pct,Cholesteryl Esters to Total Lipids in IDL percentage,%,Relative lipoprotein lipid concentrations,IDL ratios,Percentage,TRUE,23611,23911,IDL_CE / (IDL_CE + IDL_FC + IDL_PL + IDL_TG) * 100,IDL_CE / IDL_L * 100,Relative lipoprotein lipid concentrations IDL ratios,1716,0.0139332082917205,0.0136855609415471,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_IDL ratios,12,0.976978722487577,24731,25512,232,0.171063937525689,0.157876801151448,4.03891518449197,0.0420258481834547
IDL_FC_pct,IDL_FC_pct,Free Cholesterol to Total Lipids in IDL percentage,%,Relative lipoprotein lipid concentrations,IDL ratios,Percentage,TRUE,23612,23912,IDL_FC / (IDL_CE + IDL_FC + IDL_PL + IDL_TG) * 100,IDL_FC / IDL_L * 100,Relative lipoprotein lipid concentrations IDL ratios,1716,0.0139332082917205,0.0136855609415471,FALSE,FALSE,FALSE,Relative lipoprotein lipid concentrations_IDL ratios,12,0.965073347861362,28583,28924,443,0.15819820004362,0.157328296939787,3.53754884267757,0.0457135045296644
